id_sensor | valor | tipo | timestamp
2 | 57.15 | CO2 | 2025-01-15 16:15:34
2 | 57.18 | CO2 | 2025-01-15 16:15:40
2 | 57.15 | CO2 | 2025-01-15 16:15:46
2 | 57.13 | CO2 | 2025-01-15 16:15:52
2 | 57.1 | CO2 | 2025-01-15 16:15:58
2 | 57.09 | CO2 | 2025-01-15 16:16:04
2 | 57.24 | CO2 | 2025-01-15 16:16:10
2 | 57.38 | CO2 | 2025-01-15 16:16:16
2 | 57.08 | CO2 | 2025-01-15 16:16:23
2 | 57.37 | CO2 | 2025-01-15 16:16:29
2 | 57.36 | CO2 | 2025-01-15 16:16:35
2 | 57.36 | CO2 | 2025-01-15 16:16:41
2 | 57.31 | CO2 | 2025-01-15 16:16:47
2 | 57.09 | CO2 | 2025-01-15 16:16:53
2 | 57.25 | CO2 | 2025-01-15 16:16:59
2 | 57.18 | CO2 | 2025-01-15 16:17:05
2 | 56.97 | CO2 | 2025-01-15 16:17:12
2 | 57.2 | CO2 | 2025-01-15 16:17:18
2 | 57.24 | CO2 | 2025-01-15 16:17:24
2 | 57.43 | CO2 | 2025-01-15 16:17:31
2 | 57.28 | CO2 | 2025-01-15 16:17:37
2 | 57.38 | CO2 | 2025-01-15 16:17:43
2 | 56.88 | CO2 | 2025-01-15 16:17:49
2 | 57.28 | CO2 | 2025-01-15 16:17:55
2 | 57.27 | CO2 | 2025-01-15 16:18:02
2 | 56.93 | CO2 | 2025-01-15 16:18:08
2 | 57.24 | CO2 | 2025-01-15 16:18:14
2 | 57.24 | CO2 | 2025-01-15 16:18:20
2 | 57.38 | CO2 | 2025-01-15 16:18:27
2 | 57.2 | CO2 | 2025-01-15 16:18:33
2 | 57.05 | CO2 | 2025-01-15 16:18:39
2 | 57.43 | CO2 | 2025-01-15 16:18:45
2 | 57.39 | CO2 | 2025-01-15 16:18:51
2 | 57.6 | CO2 | 2025-01-15 16:18:57
2 | 57.39 | CO2 | 2025-01-15 16:19:04
2 | 57.22 | CO2 | 2025-01-15 16:19:10
2 | 57.12 | CO2 | 2025-01-15 16:19:16
2 | 57.46 | CO2 | 2025-01-15 16:19:22
2 | 57.37 | CO2 | 2025-01-15 16:19:28
